"chr"	"start"	"end"	"RBPs"	"strand"	"IGF2BP2a_rep1"	"IGF2BP2a_rep2"	"IGF2BP2b_rep1"	"IGF2BP2b_rep2"	"gene_ID"	"gene_name"	"gene_type"	"feature"
"chr18"	35710077	35710088	"IGF2BP2a_final,IGF2BP2b_final"	"+"	16.67666667	24.645	7.984444444	20.23428571	"ENSG00000141429.13"	"GALNT1"	"protein_coding"	"3UTR"
"chr18"	35990958	35990966	"IGF2BP2b_final"	"-"	0	1.516666667	12.16	11.18	"ENSG00000141425.18"	"RPRD1A"	"protein_coding"	"3UTR"
"chr18"	35991721	35991729	"IGF2BP2a_final"	"-"	7.98	9.555	0	1.733333333	"ENSG00000141425.18"	"RPRD1A"	"protein_coding"	"3UTR"
"chr18"	36154939	36154947	"IGF2BP2b_final"	"+"	12.668	10.43666667	10.08666667	6.202857143	"ENSG00000134759.14"	"ELP2"	"protein_coding"	"CDS"
"chr18"	36798565	36798573	"IGF2BP2b_final"	"-"	12.09714286	0.33	8.092	5.184	"ENSG00000134779.15"	"TPGS2"	"protein_coding"	"CDS"
"chr18"	46084340	46084354	"IGF2BP2a_final,IGF2BP2b_final"	"-"	70.76182364	69.177004	60.264	56.628	"ENSG00000152234.16"	"ATP5F1A"	"protein_coding"	"CDS"
"chr18"	46084506	46084514	"IGF2BP2b_final"	"-"	15.19	24.758	12.72	20.91	"ENSG00000152234.16"	"ATP5F1A"	"protein_coding"	"CDS"
"chr18"	46086484	46086492	"IGF2BP2a_final"	"-"	30.67875	31.0075	17.205	27.95833333	"ENSG00000152234.16"	"ATP5F1A"	"protein_coding"	"CDS"
"chr18"	46087016	46087024	"IGF2BP2a_final"	"-"	30.1875	48.69142857	34.68	30.55	"ENSG00000152234.16"	"ATP5F1A"	"protein_coding"	"CDS"
"chr18"	46087213	46087221	"IGF2BP2a_final"	"-"	11.20571429	8.37	10.52571429	13.42333333	"ENSG00000152234.16"	"ATP5F1A"	"protein_coding"	"CDS"
"chr18"	46089648	46089656	"IGF2BP2b_final"	"-"	15.665	9.375	36.44	22.096	"ENSG00000152234.16"	"ATP5F1A"	"protein_coding"	"CDS"
"chr18"	46095050	46095058	"IGF2BP2b_final"	"-"	14.52571429	35.21125125	25.17666667	15.33	"ENSG00000152234.16"	"ATP5F1A"	"protein_coding"	"CDS"
"chr18"	46095061	46095069	"IGF2BP2a_final"	"-"	23.14285714	47.525	28.46	12.4575	"ENSG00000152234.16"	"ATP5F1A"	"protein_coding"	"CDS"
"chr18"	47156058	47156066	"IGF2BP2a_final"	"-"	12.652	13.796	6.496	11.98666667	"ENSG00000134049.6"	"IER3IP1"	"protein_coding"	"3UTR"
"chr18"	47835074	47835082	"IGF2BP2b_final"	"-"	5.73	0.41	8.865	5.5	"ENSG00000175387.16"	"SMAD2"	"protein_coding"	"3UTR"
"chr18"	47841886	47841894	"IGF2BP2b_final"	"-"	3.84	9.953333333	9.3	9.164	"ENSG00000175387.16"	"SMAD2"	"protein_coding"	"CDS"
"chr18"	47870502	47870510	"IGF2BP2a_final"	"-"	13.5	8.661666667	3.56	6.868	"ENSG00000175387.16"	"SMAD2"	"protein_coding"	"CDS"
"chr18"	47896560	47896568	"IGF2BP2b_final"	"-"	0.3285714286	3.808333333	6.033333333	7.7325	"ENSG00000175387.16"	"SMAD2"	"protein_coding"	"CDS"
"chr18"	49489274	49489283	"IGF2BP2a_final,IGF2BP2b_final"	"-"	1026.189988	922.9611278	877.1033278	941.70998	"ENSG00000202093.1"	"SNORD58C"	"snoRNA"	"exon"
"chr18"	49491311	49491319	"IGF2BP2a_final,IGF2BP2b_final"	"-"	941.6849962	930.071245	783.6525112	827.6800075	"ENSG00000206602.1"	"SNORD58A"	"snoRNA"	"exon"
"chr18"	49491695	49491704	"IGF2BP2a_final,IGF2BP2b_final"	"-"	824.26892	777.0055611	687.0888678	746.7733422	"ENSG00000265681.7"	"RPL17"	"protein_coding"	"5UTR"
"chr18"	49791520	49791530	"IGF2BP2a_final,IGF2BP2b_final"	"-"	13.18888889	5.635	9.71	16.62	"ENSG00000167315.18"	"ACAA2"	"protein_coding"	"CDS"
"chr18"	49802696	49802704	"IGF2BP2a_final"	"-"	4.89	5.5525	7.26	0	"ENSG00000167315.18"	"ACAA2"	"protein_coding"	"CDS"
"chr18"	54166102	54166110	"IGF2BP2a_final"	"-"	14.31	12.28666667	0.2	5.7	"ENSG00000134046.12"	"MBD2"	"protein_coding"	"CDS"
"chr18"	54222302	54222310	"IGF2BP2b_final"	"-"	2.835	1.624	20.46	18.94	"ENSG00000207233.1"	"SNORA37"	"snoRNA"	"exon"
"chr18"	56602989	56602997	"IGF2BP2a_final"	"-"	12.916	27.67333333	11.305	2.016	"ENSG00000091164.13"	"TXNL1"	"protein_coding"	"3UTR"
"chr18"	56611070	56611078	"IGF2BP2a_final"	"-"	22.8	17.59333333	14.25	5.2	"ENSG00000091164.13"	"TXNL1"	"protein_coding"	"CDS"
"chr18"	57601412	57601420	"IGF2BP2b_final"	"-"	20.92285714	9.02	16.2	15.18571429	"ENSG00000134440.12"	"NARS1"	"protein_coding"	"3UTR"
"chr18"	57602362	57602370	"IGF2BP2a_final"	"-"	5.552	6.981666667	8.488	0.285	"ENSG00000134440.12"	"NARS1"	"protein_coding"	"CDS"
"chr18"	57602892	57602900	"IGF2BP2a_final"	"-"	4.09	10.19857143	3.612	16.85666667	"ENSG00000134440.12"	"NARS1"	"protein_coding"	"CDS"
"chr18"	57607136	57607144	"IGF2BP2b_final"	"-"	0	2.063333333	7.59	3.896	"ENSG00000134440.12"	"NARS1"	"protein_coding"	"CDS"
"chr18"	57607532	57607540	"IGF2BP2a_final"	"-"	14.85	18.11	8.96	22.14	"ENSG00000134440.12"	"NARS1"	"protein_coding"	"CDS"
"chr18"	57607616	57607624	"IGF2BP2b_final"	"-"	8.97	8.263333333	8.97	15.752	"ENSG00000134440.12"	"NARS1"	"protein_coding"	"CDS"
"chr18"	58047008	58047016	"IGF2BP2a_final"	"+"	8.58	7.645	1.74	4.668	"ENSG00000049759.20"	"NEDD4L"	"protein_coding"	"intron"
"chr18"	58364298	58364306	"IGF2BP2a_final"	"+"	9.69	9.1	5.7	10.92	"ENSG00000049759.20"	"NEDD4L"	"protein_coding"	"CDS"
"chr18"	58390712	58390720	"IGF2BP2b_final"	"+"	0	2.678	5.232	9.37	"ENSG00000049759.20"	"NEDD4L"	"protein_coding"	"CDS"
"chr18"	58396484	58396492	"IGF2BP2b_final"	"+"	4.944	4.265714286	7.455	13.67333333	"ENSG00000049759.20"	"NEDD4L"	"protein_coding"	"3UTR"
"chr18"	58396854	58396862	"IGF2BP2a_final"	"+"	14.1	9.902	0.3	14.935	"ENSG00000049759.20"	"NEDD4L"	"protein_coding"	"3UTR"
"chr18"	58397208	58397216	"IGF2BP2b_final"	"+"	4.65	13.926	24.03	21.908	"ENSG00000049759.20"	"NEDD4L"	"protein_coding"	"3UTR"
"chr18"	58398694	58398702	"IGF2BP2a_final"	"+"	14.44	12.43666667	2.85	1.56	"ENSG00000049759.20"	"NEDD4L"	"protein_coding"	"3UTR"
"chr18"	58700525	58700535	"IGF2BP2a_final,IGF2BP2b_final"	"+"	11.064	7.265	7.275	6.508	"ENSG00000172175.15"	"MALT1"	"protein_coding"	"CDS"
"chr18"	58709397	58709406	"IGF2BP2a_final,IGF2BP2b_final"	"+"	9.613333333	7.6	12.92666667	9.81	"ENSG00000172175.15"	"MALT1"	"protein_coding"	"CDS"
"chr18"	58745708	58745716	"IGF2BP2a_final"	"+"	18.84	11.5125	9.34	9.14	"ENSG00000172175.15"	"MALT1"	"protein_coding"	"CDS"
"chr18"	59158708	59158716	"IGF2BP2a_final"	"+"	23.828	10.056	7.846666667	4.388	"ENSG00000166562.9"	"SEC11C"	"protein_coding"	"3UTR"
"chr18"	59329048	59329056	"IGF2BP2a_final"	"-"	36.29	30.555	14.43	23.412	"ENSG00000074695.6"	"LMAN1"	"protein_coding"	"3UTR"
"chr18"	59329066	59329074	"IGF2BP2b_final"	"-"	31.84	24.475	37.92857143	28.2125	"ENSG00000074695.6"	"LMAN1"	"protein_coding"	"3UTR"
"chr18"	59329278	59329286	"IGF2BP2b_final"	"-"	27.04285714	19.28571429	33.88285714	28.21	"ENSG00000074695.6"	"LMAN1"	"protein_coding"	"3UTR"
"chr18"	59329288	59329296	"IGF2BP2a_final"	"-"	30.3	22.46857143	28.16857143	17.34285714	"ENSG00000074695.6"	"LMAN1"	"protein_coding"	"3UTR"
"chr18"	59329806	59329817	"IGF2BP2a_final,IGF2BP2b_final"	"-"	24.64285714	24.226	22.71	26.21714286	"ENSG00000074695.6"	"LMAN1"	"protein_coding"	"3UTR"
"chr18"	59330212	59330226	"IGF2BP2a_final,IGF2BP2b_final"	"-"	26.98285714	30.85	27.96	10.00666667	"ENSG00000074695.6"	"LMAN1"	"protein_coding"	"3UTR"
"chr18"	59330731	59330739	"IGF2BP2b_final"	"-"	7.71	8.395	8.56	10.46	"ENSG00000074695.6"	"LMAN1"	"protein_coding"	"3UTR"
"chr18"	59333136	59333144	"IGF2BP2a_final"	"-"	16.65	26.655	2.952	12.976	"ENSG00000074695.6"	"LMAN1"	"protein_coding"	"CDS"
"chr18"	59333220	59333228	"IGF2BP2b_final"	"-"	21.48571429	21.08	29.184	19.60857143	"ENSG00000074695.6"	"LMAN1"	"protein_coding"	"CDS"
"chr18"	59347557	59347565	"IGF2BP2a_final"	"-"	5.64	6.894285714	3.432	0.9233333333	"ENSG00000074695.6"	"LMAN1"	"protein_coding"	"CDS"
"chr18"	59353208	59353219	"IGF2BP2a_final,IGF2BP2b_final"	"-"	35.73333333	45.9825	40.22666667	16.11272727	"ENSG00000074695.6"	"LMAN1"	"protein_coding"	"CDS"
"chr18"	59354527	59354535	"IGF2BP2a_final"	"-"	7.245	6.995714286	1.825714286	0.075	"ENSG00000074695.6"	"LMAN1"	"protein_coding"	"CDS"
"chr18"	62544840	62544850	"IGF2BP2a_final,IGF2BP2b_final"	"+"	21.108	10.8525	11.265	12.89	"ENSG00000141664.10"	"ZCCHC2"	"protein_coding"	"CDS"
"chr18"	62575428	62575436	"IGF2BP2b_final"	"+"	0.57	0.546	7.005	3.508	"ENSG00000141664.10"	"ZCCHC2"	"protein_coding"	"CDS"
"chr18"	68700456	68700464	"IGF2BP2b_final"	"-"	1.28	10.55666667	9.83	12.5	"ENSG00000166479.10"	"TMX3"	"protein_coding"	"CDS"
"chr18"	69841907	69841915	"IGF2BP2a_final"	"+"	8.58	4.763333333	2.88	2.38	"ENSG00000206052.11"	"DOK6"	"protein_coding"	"3UTR"
"chr18"	70326830	70326838	"IGF2BP2a_final"	"+"	8.44	6.74	2.55	0.12	"ENSG00000170677.6"	"SOCS6"	"protein_coding"	"3UTR"
"chr18"	74253426	74253434	"IGF2BP2b_final"	"-"	24.1	26.75833333	19.17	11.02	"ENSG00000166347.19"	"CYB5A"	"protein_coding"	"3UTR"
"chr18"	74510928	74510936	"IGF2BP2b_final"	"+"	4.824	3.755	6.735	8.72	"ENSG00000133313.15"	"CNDP2"	"protein_coding"	"CDS"
"chr18"	74510944	74510952	"IGF2BP2a_final"	"+"	7.47	7.555	1.58	6.32	"ENSG00000133313.15"	"CNDP2"	"protein_coding"	"CDS"
"chr18"	76442006	76442014	"IGF2BP2b_final"	"-"	0	0	12	9.14	"ENSG00000101493.11"	"ZNF516"	"protein_coding"	"CDS"
"chr18"	79973560	79973568	"IGF2BP2b_final"	"-"	18.19142857	21.22571429	18.685	38.42285714	"ENSG00000141759.15"	"TXNL4A"	"protein_coding"	"3UTR"
"chr18"	79977642	79977650	"IGF2BP2b_final"	"-"	7.47	7.1	9.37	13.704	"ENSG00000141759.15"	"TXNL4A"	"protein_coding"	"CDS"
"chr18"	80135812	80135820	"IGF2BP2b_final"	"+"	3.6	5.555	8.92	6.4	"ENSG00000101544.9"	"ADNP2"	"protein_coding"	"CDS"
"chr18"	80139464	80139472	"IGF2BP2a_final"	"+"	16.00666667	13.432	6.553333333	11.98	"ENSG00000101544.9"	"ADNP2"	"protein_coding"	"3UTR"
"chr19"	579516	579524	"IGF2BP2b_final"	"+"	0	0.1683333333	19.49142857	16.22	"ENSG00000172270.22"	"BSG"	"protein_coding"	"CDS"
"chr19"	581376	581384	"IGF2BP2b_final"	"+"	41.57999875	47.27875	80.19750375	61.91428571	"ENSG00000172270.22"	"BSG"	"protein_coding"	"CDS"
"chr19"	582902	582910	"IGF2BP2b_final"	"+"	27.168	38.862	61.46571571	26.2	"ENSG00000172270.22"	"BSG"	"protein_coding"	"3UTR"
"chr19"	617802	617810	"IGF2BP2b_final"	"-"	0.6733333333	5.658333333	5.813333333	12.98	"ENSG00000099821.14"	"POLRMT"	"protein_coding"	"CDS"
"chr19"	647822	647830	"IGF2BP2a_final"	"-"	5.493333333	5.74	7.106666667	4.44	"ENSG00000070423.18"	"RNF126"	"protein_coding"	"3UTR"
"chr19"	803592	803604	"IGF2BP2a_final,IGF2BP2b_final"	"+"	31.924	38.36625	36.312	41.76888889	"ENSG00000011304.22"	"PTBP1"	"protein_coding"	"CDS"
"chr19"	804312	804320	"IGF2BP2b_final"	"+"	7.545	0	15.54	4.335	"ENSG00000011304.22"	"PTBP1"	"protein_coding"	"CDS"
"chr19"	804862	804870	"IGF2BP2b_final"	"+"	17.22666667	3.064	10.00666667	10.48	"ENSG00000011304.22"	"PTBP1"	"protein_coding"	"CDS"
"chr19"	805092	805100	"IGF2BP2b_final"	"+"	8.408571429	0.435	24.59	20.47714286	"ENSG00000011304.22"	"PTBP1"	"protein_coding"	"CDS"
"chr19"	808710	808718	"IGF2BP2a_final,IGF2BP2b_final"	"+"	35.485	13.70285714	36.345	18.52666667	"ENSG00000011304.22"	"PTBP1"	"protein_coding"	"CDS"
"chr19"	810920	810928	"IGF2BP2b_final"	"+"	18.21	21.51	12.192	20.41333333	"ENSG00000011304.22"	"PTBP1"	"protein_coding"	"3UTR"
"chr19"	811474	811482	"IGF2BP2b_final"	"+"	18.85	1.883333333	9.094285714	7.736666667	"ENSG00000011304.22"	"PTBP1"	"protein_coding"	"3UTR"
"chr19"	811864	811873	"IGF2BP2a_final,IGF2BP2b_final"	"+"	17.47428571	47.1675	19.805	42.31111111	"ENSG00000011304.22"	"PTBP1"	"protein_coding"	"3UTR"
"chr19"	968444	968452	"IGF2BP2b_final"	"+"	0	7.038333333	10.86	7.233333333	"ENSG00000116017.11"	"ARID3A"	"protein_coding"	"CDS"
"chr19"	975713	975721	"IGF2BP2b_final"	"+"	16.56	16.472	8.01	10.492	"ENSG00000116017.11"	"ARID3A"	"protein_coding"	"3UTR"
"chr19"	1031186	1031194	"IGF2BP2a_final"	"+"	4.56	12.13428571	5.13	5.71	"ENSG00000064666.15"	"CNN2"	"protein_coding"	"intron"
"chr19"	1032402	1032414	"IGF2BP2a_final,IGF2BP2b_final"	"+"	17.958	19.734	10.00666667	17.784	"ENSG00000064666.15"	"CNN2"	"protein_coding"	"CDS"
"chr19"	1037676	1037690	"IGF2BP2a_final,IGF2BP2b_final"	"+"	3.69	12.59111111	8.468571429	4.6325	"ENSG00000064666.15"	"CNN2"	"protein_coding"	"CDS"
"chr19"	1038006	1038014	"IGF2BP2a_final"	"+"	5.55	7.6225	0.22	11.035	"ENSG00000064666.15"	"CNN2"	"protein_coding"	"3UTR"
"chr19"	1038260	1038268	"IGF2BP2b_final"	"+"	2.205	3.242	6.75	7.205714286	"ENSG00000064666.15"	"CNN2"	"protein_coding"	"3UTR"
"chr19"	1038432	1038444	"IGF2BP2a_final,IGF2BP2b_final"	"+"	12.84857143	15.89888889	6.435	14.18666667	"ENSG00000064666.15"	"CNN2"	"protein_coding"	"3UTR"
"chr19"	1039020	1039032	"IGF2BP2a_final,IGF2BP2b_final"	"+"	15.9	27.19	37.6125	29.59090909	"ENSG00000064666.15"	"CNN2"	"protein_coding"	"3UTR"
"chr19"	1105244	1105253	"IGF2BP2a_final,IGF2BP2b_final"	"+"	17.64	18.078	15.17	10.155	"ENSG00000167468.18"	"GPX4"	"protein_coding"	"CDS"
"chr19"	1105400	1105408	"IGF2BP2b_final"	"+"	4.305	0	9.06	7.0725	"ENSG00000167468.18"	"GPX4"	"protein_coding"	"CDS"
"chr19"	1399835	1399843	"IGF2BP2b_final"	"-"	0	0.8675	6.01	8.006666667	"ENSG00000130005.13"	"GAMT"	"protein_coding"	"CDS"
"chr19"	1418297	1418305	"IGF2BP2b_final"	"+"	0.3	0	10.86	6.54	"ENSG00000071626.17"	"DAZAP1"	"protein_coding"	"CDS"
"chr19"	1425914	1425922	"IGF2BP2a_final"	"+"	48.78	40.04857143	32.348	24.672	"ENSG00000071626.17"	"DAZAP1"	"protein_coding"	"CDS"
"chr19"	1434862	1434870	"IGF2BP2b_final"	"+"	1.32	0	10.66	10.805	"ENSG00000071626.17"	"DAZAP1"	"protein_coding"	"CDS"
"chr19"	1435313	1435321	"IGF2BP2a_final"	"+"	13.1	6.465	2.27	14.02666667	"ENSG00000071626.17"	"DAZAP1"	"protein_coding"	"3UTR"
"chr19"	1440401	1440409	"IGF2BP2a_final"	"+"	13.884	11.56	6.93	1.49	"ENSG00000115268.10"	"RPS15"	"protein_coding"	"CDS"
"chr19"	1611334	1611342	"IGF2BP2a_final"	"-"	8.06	9.925	3.405	0.24	"ENSG00000071564.17"	"TCF3"	"protein_coding"	"3UTR"
"chr19"	1990761	1990769	"IGF2BP2a_final"	"-"	6.09	10.74142857	6.72	3.574285714	"ENSG00000133243.10"	"BTBD2"	"protein_coding"	"CDS"
"chr19"	2114782	2114790	"IGF2BP2a_final"	"-"	8.905	6.071666667	6.74	0	"ENSG00000065000.19"	"AP3D1"	"protein_coding"	"CDS"
"chr19"	2129348	2129356	"IGF2BP2b_final"	"-"	2.713333333	4.39	11.47	6.806666667	"ENSG00000065000.19"	"AP3D1"	"protein_coding"	"CDS"
"chr19"	2230023	2230031	"IGF2BP2a_final"	"+"	8.58	12.65	2.31	5.5	"ENSG00000104885.18"	"DOT1L"	"protein_coding"	"3UTR"
"chr19"	2243536	2243544	"IGF2BP2a_final"	"+"	9.68	6.01	4.36	4.84	"ENSG00000104897.10"	"SF3A2"	"protein_coding"	"CDS"
"chr19"	2271865	2271873	"IGF2BP2b_final"	"+"	9.07	5.328333333	18.036	7.412	"ENSG00000104904.12"	"OAZ1"	"protein_coding"	"CDS"
"chr19"	2428194	2428202	"IGF2BP2a_final"	"-"	30.24	22.114	14.28	6.54	"ENSG00000176619.13"	"LMNB2"	"protein_coding"	"3UTR"
"chr19"	2429105	2429113	"IGF2BP2a_final"	"-"	11.19	6.936	1.326666667	2.233333333	"ENSG00000176619.13"	"LMNB2"	"protein_coding"	"3UTR"
"chr19"	2429952	2429960	"IGF2BP2b_final"	"-"	8.205	15.782	11.31428571	19.93714286	"ENSG00000176619.13"	"LMNB2"	"protein_coding"	"3UTR"
"chr19"	2429962	2429970	"IGF2BP2a_final"	"-"	8.84	20.63	9.444	19.68	"ENSG00000176619.13"	"LMNB2"	"protein_coding"	"3UTR"
"chr19"	3061170	3061178	"IGF2BP2a_final"	"-"	5.73	8.0575	11.064	4.915	"ENSG00000104964.15"	"TLE5"	"protein_coding"	"CDS"
"chr19"	3061224	3061232	"IGF2BP2a_final"	"-"	5.43	4.296666667	0.012	0.256	"ENSG00000104964.15"	"TLE5"	"protein_coding"	"CDS"
"chr19"	3123934	3123942	"IGF2BP2b_final"	"+"	1.36	6.886666667	5.73	9.14	"ENSG00000088256.9"	"GNA11"	"protein_coding"	"3UTR"
"chr19"	3976245	3976253	"IGF2BP2b_final"	"-"	80.37666833	104.9862512	64.716	75.72333333	"ENSG00000167658.16"	"EEF2"	"protein_coding"	"CDS"
"chr19"	3976370	3976382	"IGF2BP2a_final,IGF2BP2b_final"	"-"	78.41	52.62	26.73	22.176	"ENSG00000167658.16"	"EEF2"	"protein_coding"	"3UTR"
"chr19"	3976544	3976556	"IGF2BP2a_final,IGF2BP2b_final"	"-"	44.58833417	58.39000083	56.08333583	66.861665	"ENSG00000167658.16"	"EEF2"	"protein_coding"	"intron"
"chr19"	3976636	3976644	"IGF2BP2b_final"	"-"	15.54	17.386	17.25	21.676	"ENSG00000167658.16"	"EEF2"	"protein_coding"	"CDS"
"chr19"	3977864	3977873	"IGF2BP2a_final,IGF2BP2b_final"	"-"	35.39555333	62.18555444	79.47555333	27.44888889	"ENSG00000167658.16"	"EEF2"	"protein_coding"	"CDS"
"chr19"	3980664	3980672	"IGF2BP2b_final"	"-"	0.54	10.272	22.64	17.256	"ENSG00000167658.16"	"EEF2"	"protein_coding"	"CDS"
"chr19"	3982879	3982887	"IGF2BP2b_final"	"-"	7.864285714	5.765	16.49571429	53.1887525	"ENSG00000167658.16"	"EEF2"	"protein_coding"	"CDS"
"chr19"	3983231	3983239	"IGF2BP2b_final"	"-"	21.06	1.313335	20.92286571	39.4925	"ENSG00000167658.16"	"EEF2"	"protein_coding"	"CDS"
"chr19"	3984153	3984161	"IGF2BP2a_final"	"-"	49.1625	35.28	32.6325	64.98499875	"ENSG00000167658.16"	"EEF2"	"protein_coding"	"CDS"
"chr19"	3984286	3984297	"IGF2BP2a_final,IGF2BP2b_final"	"-"	29.058	41.36454545	50.79000125	36.88545455	"ENSG00000167658.16"	"EEF2"	"protein_coding"	"CDS"
"chr19"	4364135	4364143	"IGF2BP2b_final"	"-"	12.7225	1.358333333	18.24857143	13.08857143	"ENSG00000141985.9"	"SH3GL1"	"protein_coding"	"CDS"
"chr19"	4418034	4418042	"IGF2BP2b_final"	"+"	2.61	1.32	6.88	7.21	"ENSG00000167670.16"	"CHAF1A"	"protein_coding"	"CDS"
"chr19"	4930858	4930866	"IGF2BP2a_final"	"+"	6.988	3.733333333	4.966666667	2.564	"ENSG00000276043.5"	"UHRF1"	"protein_coding"	"CDS"
"chr19"	4932862	4932870	"IGF2BP2a_final"	"+"	7.48	6.886666667	2.42	4.72	"ENSG00000276043.5"	"UHRF1"	"protein_coding"	"CDS"
"chr19"	5206181	5206189	"IGF2BP2b_final"	"-"	13.9	7.645	10.48	11.74	"ENSG00000105426.17"	"PTPRS"	"protein_coding"	"intron"
"chr19"	5244321	5244329	"IGF2BP2a_final"	"-"	11.652	9.176666667	5.01	2.825	"ENSG00000105426.17"	"PTPRS"	"protein_coding"	"CDS"
"chr19"	5645384	5645392	"IGF2BP2b_final"	"+"	1.17	3.2	7.476	6.99	"ENSG00000160633.13"	"SAFB"	"protein_coding"	"CDS"
"chr19"	5705955	5705963	"IGF2BP2a_final"	"-"	10.16	8.592	4.006666667	7.545	"ENSG00000196365.12"	"LONP1"	"protein_coding"	"CDS"
"chr19"	5896914	5896922	"IGF2BP2a_final"	"-"	8.34	4.78	6.924	0.328	"ENSG00000174886.14"	"NDUFA11"	"protein_coding"	"CDS"
"chr19"	6392867	6392875	"IGF2BP2a_final"	"-"	9.88	9.1	8.55	2.08	"ENSG00000125651.14"	"GTF2F1"	"protein_coding"	"CDS"
"chr19"	6413593	6413601	"IGF2BP2b_final"	"-"	0.24	0.425	3.18	4.316666667	"ENSG00000088247.18"	"KHSRP"	"protein_coding"	"3UTR"
"chr19"	6413797	6413805	"IGF2BP2a_final"	"-"	17.57142857	45.9625	22.17	28.12	"ENSG00000088247.18"	"KHSRP"	"protein_coding"	"3UTR"
"chr19"	6414096	6414106	"IGF2BP2a_final,IGF2BP2b_final"	"-"	9.6925	9.147777778	9.265	3.7	"ENSG00000088247.18"	"KHSRP"	"protein_coding"	"3UTR"
"chr19"	6414740	6414748	"IGF2BP2a_final"	"-"	16.19666667	11.32166667	0	1.424	"ENSG00000088247.18"	"KHSRP"	"protein_coding"	"3UTR"
"chr19"	6418521	6418537	"IGF2BP2a_final,IGF2BP2b_final"	"-"	36.504	35.12	37.54153846	43.24933333	"ENSG00000088247.18"	"KHSRP"	"protein_coding"	"CDS"
"chr19"	6421285	6421293	"IGF2BP2b_final"	"-"	3.825	0	10.95	4.84	"ENSG00000088247.18"	"KHSRP"	"protein_coding"	"CDS"
"chr19"	6677923	6677931	"IGF2BP2a_final"	"-"	36.79250125	5.7475	1.062857143	0.74	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6678399	6678410	"IGF2BP2a_final,IGF2BP2b_final"	"-"	15.09	4.493	9.785454545	9.102857143	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6680232	6680240	"IGF2BP2b_final"	"-"	15.69428571	38.324	84.67500125	60.5425	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6681942	6681951	"IGF2BP2a_final,IGF2BP2b_final"	"-"	60.31	62.66875	24.15428571	56.445	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6682223	6682231	"IGF2BP2b_final"	"-"	5.925	11.214	5.88	11.00285714	"ENSG00000125730.17"	"C3"	"protein_coding"	"intron"
"chr19"	6684428	6684436	"IGF2BP2a_final"	"-"	48.255	36.34857143	2.713333333	39.19	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6684602	6684615	"IGF2BP2a_final,IGF2BP2b_final"	"-"	119.7138492	108.6638454	114.1850008	89.298335	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6686144	6686152	"IGF2BP2a_final"	"-"	31.44285714	14.66857143	16.18	14.07333333	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6686748	6686756	"IGF2BP2a_final"	"-"	42.6375	23.225	5.64	33.24142857	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6686838	6686846	"IGF2BP2a_final"	"-"	29.27625	11.49714429	4.69125	2.63375	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6686854	6686862	"IGF2BP2b_final"	"-"	15.915	10.155	14.775	13.7625	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6693030	6693038	"IGF2BP2b_final"	"-"	0	0.33125	17.06571429	27.7075	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6693436	6693444	"IGF2BP2b_final"	"-"	2.862857143	1.745714286	11.325	15.32285714	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6696625	6696633	"IGF2BP2b_final"	"-"	0	8.7125	16.83143	35.49250375	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6697660	6697668	"IGF2BP2b_final"	"-"	25.8225	33.94	35.784	52.38285714	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6702186	6702194	"IGF2BP2a_final,IGF2BP2b_final"	"-"	61.19249375	77.45286	74.18	60.2999975	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6702556	6702564	"IGF2BP2a_final,IGF2BP2b_final"	"-"	30.9	8.76875	38.595	73.32999875	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6707121	6707130	"IGF2BP2a_final,IGF2BP2b_final"	"-"	21.6075	12.83625	24.54	30.10888889	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6707819	6707827	"IGF2BP2b_final"	"-"	11.05	0	7.58	15.46285714	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6710728	6710736	"IGF2BP2b_final"	"-"	2.12	0.82	8.646666667	12.085	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
"chr19"	6711096	6711104	"IGF2BP2a_final,IGF2BP2b_final"	"-"	36.76285714	33.856	35.38285714	48.08571429	"ENSG00000125730.17"	"C3"	"protein_coding"	"CDS"
