Uniprot ID;Gene name;Protein name;MCF7 pre15 confluent;MCF7 pre30 confluent;MCF7 pre15 half confluent;MCF7 pre30 half confluent;MCF7 combined;HEK293 pre15 confluent;HEK293 pre30 confluent;HEK293 pre15 half confluent;HEK293 pre30 half confluent;HEK293 combined;HeLa pre15 confluent;HeLa pre30 confluent;HeLa pre15 half confluent;HeLa pre30 half confluent;HeLa combined;all combined;MCF7 RBP;HEK293 RBP;HeLa RBP;ihRBP
Q96Q06;PLIN4;Perilipin-4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;1;3;3;NA;NA;non-poly(A);non-poly(A)
Q96S97;MYADM;Myeloid-associated differentiation marker;NA;NA;NA;NA;NA;1;1;1;NA;3;NA;NA;NA;NA;NA;3;NA;non-poly(A);NA;non-poly(A)
Q99570;PIK3R4;Phosphoinositide 3-kinase regulatory subunit 4;NA;NA;NA;NA;NA;NA;NA;2;1;3;NA;NA;NA;1;1;3;NA;non-poly(A);NA;non-poly(A)
Q99805;TM9SF2;Transmembrane 9 superfamily member 2;NA;1;NA;NA;1;3;NA;NA;NA;3;1;NA;NA;NA;1;3;NA;non-poly(A);NA;non-poly(A)
Q99832;CCT7;T-complex protein 1 subunit eta;NA;NA;NA;1;1;NA;NA;2;1;2;NA;NA;1;NA;1;3;NA;non-poly(A);NA;non-poly(A)
Q9BPX3;NCAPG;Condensin complex subunit 3;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;2;NA;2;3;NA;NA;non-poly(A);non-poly(A)
Q9BQ61;C19orf43;Uncharacterized protein C19orf43;NA;NA;2;1;3;NA;NA;1;1;2;NA;NA;1;1;1;3;non-poly(A);non-poly(A);NA;non-poly(A)
Q9BVJ7;DUSP23;Dual specificity protein phosphatase 23;NA;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;1;1;2;3;non-poly(A);NA;non-poly(A);non-poly(A)
Q9BY42;RTFDC1;Protein RTF2 homolog;1;2;3;1;3;1;1;1;NA;1;1;NA;1;NA;2;3;non-poly(A);NA;non-poly(A);non-poly(A)
Q9H0U4;RAB1B;Ras-related protein Rab-1B;NA;1;NA;NA;1;1;1;1;NA;2;NA;NA;NA;NA;NA;3;NA;non-poly(A);NA;non-poly(A)
Q9H3C7;GGNBP2;Gametogenetin-binding protein 2;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;2;1;3;3;NA;NA;non-poly(A);non-poly(A)
Q9H3J6;C12orf65;Probable peptide chain release factor C12orf65, mitochondrial;NA;1;1;NA;2;1;2;1;1;2;NA;NA;1;NA;1;3;non-poly(A);non-poly(A);NA;non-poly(A)
Q9H3K6;BOLA2;BolA-like protein 2;1;1;2;3;3;1;2;2;2;3;NA;NA;1;1;1;3;non-poly(A);non-poly(A);NA;non-poly(A)
Q9H7H0;METTL17;Methyltransferase-like protein 17, mitochondrial;1;2;1;NA;2;2;2;2;NA;3;1;1;1;NA;2;3;non-poly(A);non-poly(A);non-poly(A);non-poly(A)
Q9H8Y5;ANKZF1;Ankyrin repeat and zinc finger domain-containing protein 1;NA;NA;NA;1;1;NA;NA;2;NA;2;1;NA;NA;1;1;3;NA;non-poly(A);NA;non-poly(A)
Q9H9A6;LRRC40;Leucine-rich repeat-containing protein 40;NA;NA;NA;1;1;2;NA;1;NA;3;NA;NA;NA;1;1;3;NA;non-poly(A);NA;non-poly(A)
Q9HB07;C12orf10;UPF0160 protein MYG1, mitochondrial;1;2;1;NA;3;NA;NA;NA;1;1;NA;NA;1;1;1;3;non-poly(A);NA;NA;non-poly(A)
Q9NPE3;NOP10;H/ACA ribonucleoprotein complex subunit 3;3;NA;2;2;3;1;1;2;NA;2;2;1;NA;1;2;3;non-poly(A);non-poly(A);non-poly(A);non-poly(A)
Q9NQT5;EXOSC3;Exosome complex component RRP40;NA;NA;NA;2;2;NA;NA;1;NA;1;NA;NA;NA;1;1;3;non-poly(A);NA;NA;non-poly(A)
Q9NTJ5;SACM1L;Phosphatidylinositide phosphatase SAC1;NA;NA;NA;NA;NA;2;NA;1;NA;3;NA;NA;NA;NA;NA;3;NA;non-poly(A);NA;non-poly(A)
Q9NUM4;TMEM106B;Transmembrane protein 106B;NA;1;NA;NA;1;1;1;NA;NA;2;NA;NA;NA;NA;NA;3;NA;non-poly(A);NA;non-poly(A)
Q9P0L0;VAPA;Vesicle-associated membrane protein-associated protein A;1;1;NA;1;1;1;NA;NA;1;1;1;1;2;NA;2;3;NA;NA;non-poly(A);non-poly(A)
Q9P2B7;CFAP97;Cilia- and flagella-associated protein 97;NA;NA;NA;NA;NA;2;2;NA;NA;3;NA;NA;NA;NA;NA;3;NA;non-poly(A);NA;non-poly(A)
Q9P2J5;LARS;Leucine--tRNA ligase, cytoplasmic;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;2;NA;2;3;NA;NA;non-poly(A);non-poly(A)
Q9UL25;RAB21;Ras-related protein Rab-21;NA;NA;NA;1;1;NA;NA;NA;2;2;1;NA;NA;NA;1;3;NA;non-poly(A);NA;non-poly(A)
Q9ULH0;KIDINS220;Kinase D-interacting substrate of 220 kDa;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;1;1;2;3;NA;NA;non-poly(A);non-poly(A)
Q9ULW0;TPX2;Targeting protein for Xklp2;1;NA;NA;NA;1;NA;NA;NA;1;1;1;NA;1;NA;2;3;NA;NA;non-poly(A);non-poly(A)
Q9UNY4;TTF2;Transcription termination factor 2;NA;1;2;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;non-poly(A);NA;NA;non-poly(A)
Q9UP95;SLC12A4;Solute carrier family 12 member 4;NA;NA;NA;NA;NA;NA;1;NA;NA;1;2;NA;NA;NA;2;3;NA;NA;non-poly(A);non-poly(A)
Q9UPN9;TRIM33;E3 ubiquitin-protein ligase TRIM33;1;2;1;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;non-poly(A);NA;NA;non-poly(A)
Q9UQE7;SMC3;Structural maintenance of chromosomes protein 3;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;NA;1;NA;1;3;NA;non-poly(A);NA;non-poly(A)
Q9Y2F5;ICE1;Little elongation complex subunit 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1;3;3;NA;NA;non-poly(A);non-poly(A)
Q9Y2R5;MRPS17;28S ribosomal protein S17, mitochondrial;1;2;1;1;3;1;NA;1;1;1;2;NA;NA;1;2;3;non-poly(A);NA;non-poly(A);non-poly(A)
Q9Y2T2;AP3M1;AP-3 complex subunit mu-1;NA;NA;NA;NA;NA;NA;NA;1;2;3;NA;NA;NA;NA;NA;3;NA;non-poly(A);NA;non-poly(A)
Q9Y3D3;MRPS16;28S ribosomal protein S16, mitochondrial;NA;3;1;1;3;1;2;1;1;3;1;2;1;NA;2;3;non-poly(A);non-poly(A);non-poly(A);non-poly(A)
Q9Y570;PPME1;Protein phosphatase methylesterase 1;1;NA;NA;NA;1;NA;NA;1;2;2;NA;NA;2;NA;2;3;NA;non-poly(A);non-poly(A);non-poly(A)
Q9Y676;MRPS18B;28S ribosomal protein S18b, mitochondrial;1;1;NA;NA;2;NA;NA;1;1;1;NA;NA;1;1;1;3;non-poly(A);NA;NA;non-poly(A)
Q9Y6C9;MTCH2;Mitochondrial carrier homolog 2;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;2;3;3;NA;NA;non-poly(A);non-poly(A)
A6NJ78;METTL15;Probable methyltransferase-like protein 15;NA;2;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
E9PRG8;C11orf98;Uncharacterized protein C11orf98;1;NA;1;1;1;NA;2;NA;NA;2;2;1;1;1;2;2;NA;non-poly(A);non-poly(A);non-poly(A)
O00159;MYO1C;Unconventional myosin-Ic;2;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
O00264;PGRMC1;Membrane-associated progesterone receptor component 1;NA;NA;NA;NA;NA;NA;1;NA;2;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
O00468;AGRN;Agrin;1;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
O00505;KPNA3;Importin subunit alpha-4;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
O14965;AURKA;Aurora kinase A;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;non-poly(A);NA;NA;non-poly(A)
O14981;BTAF1;TATA-binding protein-associated factor 172;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
O15355;PPM1G;Protein phosphatase 1G;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;2;NA;NA;non-poly(A);non-poly(A)
O15498;YKT6;Synaptobrevin homolog YKT6;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
O43264;ZW10;Centromere/kinetochore protein zw10 homolog;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
O43306;ADCY6;Adenylate cyclase type 6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;2;NA;NA;non-poly(A);non-poly(A)
O43310;CTIF;CBP80/20-dependent translation initiation factor;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
O43493;TGOLN2;Trans-Golgi network integral membrane protein 2;NA;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
O43660;PLRG1;Pleiotropic regulator 1;NA;NA;NA;NA;NA;NA;1;1;NA;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
O43663;PRC1;Protein regulator of cytokinesis 1;NA;NA;NA;NA;NA;1;1;NA;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
O43852;CALU;Calumenin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;2;2;NA;NA;non-poly(A);non-poly(A)
O60266;ADCY3;Adenylate cyclase type 3;2;1;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
O60271;SPAG9;C-Jun-amino-terminal kinase-interacting protein 4;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
O60279;SUSD5;Sushi domain-containing protein 5;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
O60664;PLIN3;Perilipin-3;1;NA;NA;1;2;NA;NA;NA;NA;NA;NA;NA;2;1;2;2;non-poly(A);NA;non-poly(A);non-poly(A)
O60678;PRMT3;Protein arginine N-methyltransferase 3;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
O60828;PQBP1;Polyglutamine-binding protein 1;1;NA;NA;NA;1;1;NA;1;2;2;NA;NA;1;1;1;2;NA;non-poly(A);NA;non-poly(A)
O75027;ABCB7;ATP-binding cassette sub-family B member 7, mitochondrial;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
O75054;IGSF3;Immunoglobulin superfamily member 3;1;NA;1;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
O75144;ICOSLG;ICOS ligand;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;2;2;NA;NA;non-poly(A);non-poly(A)
O75449;KATNA1;Katanin p60 ATPase-containing subunit A1;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
O75459;PAGE1;P antigen family member 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;1;2;2;NA;NA;non-poly(A);non-poly(A)
O75487;GPC4;Glypican-4;NA;NA;NA;NA;NA;NA;1;1;NA;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
O75818;RPP40;Ribonuclease P protein subunit p40;NA;NA;NA;1;1;NA;NA;NA;NA;NA;2;NA;1;NA;2;2;NA;NA;non-poly(A);non-poly(A)
O75962;TRIO;Triple functional domain protein;NA;1;NA;NA;1;NA;NA;1;2;2;NA;NA;2;NA;2;2;NA;non-poly(A);non-poly(A);non-poly(A)
O94986;CEP152;Centrosomal protein of 152 kDa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;2;2;NA;NA;non-poly(A);non-poly(A)
O95071;UBR5;E3 ubiquitin-protein ligase UBR5;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;2;NA;NA;2;2;NA;NA;non-poly(A);non-poly(A)
O95084;PRSS23;Serine protease 23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;2;2;NA;NA;non-poly(A);non-poly(A)
O95433;AHSA1;Activator of 90 kDa heat shock protein ATPase homolog 1;NA;NA;1;1;1;NA;1;1;2;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
O95716;RAB3D;Ras-related protein Rab-3D;1;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
O95817;BAG3;BAG family molecular chaperone regulator 3;1;NA;1;NA;1;NA;NA;1;NA;1;NA;NA;NA;2;2;2;NA;NA;non-poly(A);non-poly(A)
O95834;EML2;Echinoderm microtubule-associated protein-like 2;NA;NA;NA;NA;NA;1;NA;1;NA;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
P02794;FTH1;Ferritin heavy chain;NA;1;1;NA;1;NA;1;NA;1;2;NA;1;NA;NA;1;2;NA;non-poly(A);NA;non-poly(A)
P04899;GNAI2;Guanine nucleotide-binding protein G(i) subunit alpha-2;NA;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;2;NA;2;2;NA;NA;non-poly(A);non-poly(A)
P05026;ATP1B1;Sodium/potassium-transporting ATPase subunit beta-1;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
P05362;ICAM1;Intercellular adhesion molecule 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;2;2;NA;NA;non-poly(A);non-poly(A)
P07954;FH;Fumarate hydratase, mitochondrial;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;2;2;NA;NA;non-poly(A);non-poly(A)
P08183;ABCB1;Multidrug resistance protein 1;NA;NA;NA;NA;NA;1;NA;NA;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
P0DP25;CALM3;Calmodulin-3;2;1;1;2;2;NA;2;NA;1;2;1;NA;NA;NA;1;2;non-poly(A);non-poly(A);NA;non-poly(A)
P11310;ACADM;Medium-chain specific acyl-CoA dehydrogenase, mitochondrial;NA;NA;NA;NA;NA;1;NA;NA;1;1;1;NA;1;NA;2;2;NA;NA;non-poly(A);non-poly(A)
P11802;CDK4;Cyclin-dependent kinase 4;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;1;NA;1;2;NA;non-poly(A);NA;non-poly(A)
P12081;HARS;Histidine--tRNA ligase, cytoplasmic;NA;NA;1;NA;1;NA;NA;2;NA;2;NA;NA;1;NA;1;2;NA;non-poly(A);NA;non-poly(A)
P12277;CKB;Creatine kinase B-type;NA;NA;NA;NA;NA;1;NA;2;2;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
P12830;CDH1;Cadherin-1;NA;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
P13489;RNH1;Ribonuclease inhibitor;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;1;1;1;2;NA;non-poly(A);NA;non-poly(A)
P13804;ETFA;Electron transfer flavoprotein subunit alpha, mitochondrial;NA;1;NA;NA;1;2;1;NA;NA;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
P16070;CD44;CD44 antigen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;2;2;NA;NA;non-poly(A);non-poly(A)
P16422;EPCAM;Epithelial cell adhesion molecule;1;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
P17812;CTPS1;CTP synthase 1;NA;NA;NA;NA;NA;1;1;1;NA;2;NA;NA;NA;1;1;2;NA;non-poly(A);NA;non-poly(A)
P17861;XBP1;X-box-binding protein 1;1;NA;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
P20340;RAB6A;Ras-related protein Rab-6A;NA;NA;NA;NA;NA;1;1;NA;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
P20618;PSMB1;Proteasome subunit beta type-1;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
P21359;NF1;Neurofibromin;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;1;1;2;NA;non-poly(A);NA;non-poly(A)
P23229;ITGA6;Integrin alpha-6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;2;NA;NA;non-poly(A);non-poly(A)
P26885;FKBP2;Peptidyl-prolyl cis-trans isomerase FKBP2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;2;2;NA;NA;non-poly(A);non-poly(A)
P27105;STOM;Erythrocyte band 7 integral membrane protein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;2;2;NA;NA;non-poly(A);non-poly(A)
P27348;YWHAQ;14-3-3 protein theta;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;1;1;2;2;NA;NA;non-poly(A);non-poly(A)
P28074;PSMB5;Proteasome subunit beta type-5;NA;NA;NA;NA;NA;NA;2;NA;NA;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
P29144;TPP2;Tripeptidyl-peptidase 2;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
P33897;ABCD1;ATP-binding cassette sub-family D member 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;non-poly(A);non-poly(A)
P35080;PFN2;Profilin-2;1;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
P35520;CBS;Cystathionine beta-synthase;2;NA;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
P35611;ADD1;Alpha-adducin;NA;NA;NA;NA;NA;NA;1;NA;2;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
P36952;SERPINB5;Serpin B5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;1;2;2;NA;NA;non-poly(A);non-poly(A)
P40818;USP8;Ubiquitin carboxyl-terminal hydrolase 8;1;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
P43246;MSH2;DNA mismatch repair protein Msh2;NA;NA;NA;1;1;1;1;2;1;2;NA;NA;1;NA;1;2;NA;non-poly(A);NA;non-poly(A)
P48729;CSNK1A1;Casein kinase I isoform alpha;NA;NA;1;NA;1;1;1;2;2;2;NA;NA;NA;1;1;2;NA;non-poly(A);NA;non-poly(A)
P49711;CTCF;Transcriptional repressor CTCF;1;1;1;1;2;1;NA;1;1;2;1;NA;1;NA;2;2;non-poly(A);non-poly(A);non-poly(A);non-poly(A)
P51610;HCFC1;Host cell factor 1;NA;NA;NA;NA;NA;1;NA;1;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
P52565;ARHGDIA;Rho GDP-dissociation inhibitor 1;NA;1;NA;NA;1;1;1;NA;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
P52789;HK2;Hexokinase-2;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
P52948;NUP98;Nuclear pore complex protein Nup98-Nup96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;2;NA;NA;non-poly(A);non-poly(A)
P55196;AFDN;Afadin;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;1;1;2;NA;non-poly(A);NA;non-poly(A)
P56159;GFRA1;GDNF family receptor alpha-1;1;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
P56192;MARS;Methionine--tRNA ligase, cytoplasmic;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;2;NA;2;2;NA;NA;non-poly(A);non-poly(A)
P61026;RAB10;Ras-related protein Rab-10;NA;NA;NA;NA;NA;1;NA;1;NA;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
P61927;RPL37;60S ribosomal protein L37;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;2;NA;NA;2;2;NA;NA;non-poly(A);non-poly(A)
P61960;UFM1;Ubiquitin-fold modifier 1;NA;2;1;1;2;NA;1;NA;NA;1;NA;1;1;NA;1;2;non-poly(A);NA;NA;non-poly(A)
P63092;GNAS;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;1;NA;1;1;2;NA;NA;1;NA;1;NA;NA;1;NA;1;2;non-poly(A);NA;NA;non-poly(A)
P67936;TPM4;Tropomyosin alpha-4 chain;NA;1;1;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
P78312;FAM193A;Protein FAM193A;1;NA;1;1;2;NA;NA;1;NA;1;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
Q01105;SET;Protein SET;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
Q01518;CAP1;Adenylyl cyclase-associated protein 1;NA;NA;NA;NA;NA;1;NA;1;1;2;NA;NA;1;1;1;2;NA;non-poly(A);NA;non-poly(A)
Q01813;PFKP;ATP-dependent 6-phosphofructokinase, platelet type;NA;1;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
Q01995;TAGLN;Transgelin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;non-poly(A);non-poly(A)
Q02241;KIF23;Kinesin-like protein KIF23;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;1;2;2;NA;NA;non-poly(A);non-poly(A)
Q03111;MLLT1;Protein ENL;NA;NA;NA;NA;NA;NA;1;1;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
Q03518;TAP1;Antigen peptide transporter 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;2;NA;NA;non-poly(A);non-poly(A)
Q05639;EEF1A2;Elongation factor 1-alpha 2;NA;2;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
Q06210;GFPT1;Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1;1;1;NA;NA;1;NA;NA;2;NA;2;NA;NA;2;NA;2;2;NA;non-poly(A);non-poly(A);non-poly(A)
Q10471;GALNT2;Polypeptide N-acetylgalactosaminyltransferase 2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;2;NA;NA;non-poly(A);non-poly(A)
Q13162;PRDX4;Peroxiredoxin-4;NA;NA;NA;NA;NA;1;1;1;NA;2;NA;NA;1;NA;1;2;NA;non-poly(A);NA;non-poly(A)
Q13200;PSMD2;26S proteasome non-ATPase regulatory subunit 2;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
Q13228;SELENBP1;Selenium-binding protein 1;2;1;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
Q13405;MRPL49;39S ribosomal protein L49, mitochondrial;NA;1;1;1;1;NA;NA;1;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
Q13586;STIM1;Stromal interaction molecule 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;2;NA;NA;non-poly(A);non-poly(A)
Q13641;TPBG;Trophoblast glycoprotein;NA;NA;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
Q13740;ALCAM;CD166 antigen;2;NA;1;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
Q14165;MLEC;Malectin;1;NA;NA;1;2;1;NA;1;1;1;NA;1;1;1;2;2;non-poly(A);NA;non-poly(A);non-poly(A)
Q14166;TTLL12;Tubulin--tyrosine ligase-like protein 12;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
Q14244;MAP7;Ensconsin;2;1;NA;1;2;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;non-poly(A);NA;NA;non-poly(A)
Q14257;RCN2;Reticulocalbin-2;NA;NA;NA;NA;NA;NA;NA;1;2;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
Q14432;PDE3A;cGMP-inhibited 3',5'-cyclic phosphodiesterase A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;non-poly(A);non-poly(A)
Q14573;ITPR3;Inositol 1,4,5-trisphosphate receptor type 3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;2;2;2;NA;NA;non-poly(A);non-poly(A)
Q14C86;GAPVD1;GTPase-activating protein and VPS9 domain-containing protein 1;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;NA;NA;NA;NA;2;NA;non-poly(A);NA;non-poly(A)
Q15008;PSMD6;26S proteasome non-ATPase regulatory subunit 6;NA;2;1;NA;2;NA;NA;NA;1;1;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
Q15527;SURF2;Surfeit locus protein 2;NA;1;2;2;2;NA;NA;2;NA;2;NA;NA;1;NA;1;2;non-poly(A);non-poly(A);NA;non-poly(A)
Q15758;SLC1A5;Neutral amino acid transporter B(0);1;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;non-poly(A);NA;NA;non-poly(A)
Q16643;DBN1;Drebrin;NA;NA;NA;1;1;NA;1;NA;NA;1;NA;1;1;1;2;2;NA;NA;non-poly(A);non-poly(A)
