UniProt;Protein.name;Gene.name
Q9UHD2;Serine/threonine-protein kinase TBK1;TBK1
Q9UHD8;Septin-9;SEPT9
Q9UHD9;Ubiquilin-2;UBQLN2
Q9UHI6;Probable ATP-dependent RNA helicase DDX20;DDX20
Q9UHJ6;Sedoheptulokinase;SHPK
Q9UHR4;Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1;BAIAP2L1
Q9UHV9;Prefoldin subunit 2;PFDN2
Q9UHW5;GPN-loop GTPase 3;GPN3
Q9UHX1;;
Q9UHY1;Nuclear receptor-binding protein;NRBP1
Q9UHY7;Enolase-phosphatase E1;ENOPH1
Q9UI10;Translation initiation factor eIF-2B subunit delta;EIF2B4
Q9UI12;V-type proton ATPase subunit H;ATP6V1H
Q9UI26;Importin-11;IPO11
Q9UI30;tRNA methyltransferase 112 homolog;TRMT112
Q9UIA9;Exportin-7;XPO7
Q9UIC8;Leucine carboxyl methyltransferase 1;LCMT1
Q9UID3;Vacuolar protein sorting-associated protein 51 homolog;VPS51
Q9UIG0;Tyrosine-protein kinase BAZ1B;BAZ1B
Q9UII4;E3 ISG15--protein ligase HERC5;HERC5
Q9UIU6;Homeobox protein SIX4;SIX4
Q9UIV1;CCR4-NOT transcription complex subunit 7;CNOT7
Q9UJ70;N-acetyl-D-glucosamine kinase;NAGK
Q9UJA5;tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6;TRMT6
Q9UJC3;Protein Hook homolog 1;HOOK1
Q9UJF2;Ras GTPase-activating protein nGAP;RASAL2
Q9UJK0;Ribosome biogenesis protein TSR3 homolog;TSR3
Q9UJU6;Drebrin-like protein;DBNL
Q9UJV9;Probable ATP-dependent RNA helicase DDX41;DDX41
Q9UJW0;Dynactin subunit 4;DCTN4
Q9UJX3;Anaphase-promoting complex subunit 7;ANAPC7
Q9UJX4;Anaphase-promoting complex subunit 5;ANAPC5
Q9UJX5;Anaphase-promoting complex subunit 4;ANAPC4
Q9UJX6;Anaphase-promoting complex subunit 2;ANAPC2
Q9UJY4;ADP-ribosylation factor-binding protein GGA2;GGA2
Q9UJY5;ADP-ribosylation factor-binding protein GGA1;GGA1
Q9UK41;Vacuolar protein sorting-associated protein 28 homolog;VPS28
Q9UK59;Lariat debranching enzyme;DBR1
Q9UK76;Hematological and neurological expressed 1 protein;HN1
Q9UK97;F-box only protein 9;FBXO9
Q9UKA4;A-kinase anchor protein 11;AKAP11
Q9UKD2;mRNA turnover protein 4 homolog;MRTO4
Q9UKE5;TRAF2 and NCK-interacting protein kinase;TNIK
Q9UKF6;Cleavage and polyadenylation specificity factor subunit 3;CPSF3
Q9UKG1;DCC-interacting protein 13-alpha;APPL1
Q9UKM9;RNA-binding protein Raly;RALY
Q9UKN8;General transcription factor 3C polypeptide 4;GTF3C4
Q9UKS6;Protein kinase C and casein kinase substrate in neurons protein 3;PACSIN3
Q9UKV8;Protein argonaute-2;AGO2
Q9UKX7;Nuclear pore complex protein Nup50;NUP50
Q9UKY1;Zinc fingers and homeoboxes protein 1;ZHX1
Q9UKY7;Protein CDV3 homolog;CDV3
Q9UKZ1;CCR4-NOT transcription complex subunit 11;CNOT11
Q9UL15;BAG family molecular chaperone regulator 5;BAG5
Q9UL54;Serine/threonine-protein kinase TAO2;TAOK2
Q9UL63;Muskelin;MKLN1
Q9ULC4;Malignant T-cell-amplified sequence 1;MCTS1
Q9ULR0;Pre-mRNA-splicing factor ISY1 homolog;ISY1
Q9ULT8;E3 ubiquitin-protein ligase HECTD1;HECTD1
Q9ULU4;Protein kinase C-binding protein 1;ZMYND8
Q9ULV4;"Coronin-1C;Coronin";CORO1C
Q9ULW3;Activator of basal transcription 1;ABT1
Q9ULX3;RNA-binding protein NOB1;NOB1
Q9ULX6;A-kinase anchor protein 8-like;AKAP8L
Q9UM54;Unconventional myosin-VI;MYO6
Q9UMR5;Lysosomal thioesterase PPT2;PPT2
Q9UMS0;NFU1 iron-sulfur cluster scaffold homolog, mitochondrial;NFU1
Q9UMS4;Pre-mRNA-processing factor 19;PRPF19
Q9UMX0;Ubiquilin-1;UBQLN1
Q9UMY1;Nucleolar protein 7;NOL7
Q9UN36;Protein NDRG2;NDRG2
Q9UN37;Vacuolar protein sorting-associated protein 4A;VPS4A
Q9UN81;;ORF1
Q9UN86;Ras GTPase-activating protein-binding protein 2;G3BP2
Q9UNE7;E3 ubiquitin-protein ligase CHIP;STUB1
Q9UNF0;Protein kinase C and casein kinase substrate in neurons protein 2;PACSIN2
Q9UNF1;Melanoma-associated antigen D2;MAGED2
Q9UNH7;"Sorting nexin-6;Sorting nexin-6, N-terminally processed";SNX6
Q9UNM6;26S proteasome non-ATPase regulatory subunit 13;PSMD13
Q9UNN5;FAS-associated factor 1;FAF1
Q9UNN8;Endothelial protein C receptor;PROCR
Q9UNP9;"Peptidyl-prolyl cis-trans isomerase E;Peptidyl-prolyl cis-trans isomerase";PPIE
Q9UNQ2;Probable dimethyladenosine transferase;DIMT1
Q9UNS1;Protein timeless homolog;TIMELESS
Q9UNS2;COP9 signalosome complex subunit 3;COPS3
Q9UNW1;Multiple inositol polyphosphate phosphatase 1;MINPP1
Q9UNX4;WD repeat-containing protein 3;WDR3
Q9UNY4;Transcription termination factor 2;TTF2
Q9UNZ2;NSFL1 cofactor p47;NSFL1C
Q9UPN4;5-azacytidine-induced protein 1;AZI1
Q9UPN6;Protein SCAF8;SCAF8
Q9UPQ9;Trinucleotide repeat-containing gene 6B protein;TNRC6B
Q9UPR3;Protein SMG5;SMG5
Q9UPT5;Exocyst complex component 7;EXOC7
Q9UPT8;Zinc finger CCCH domain-containing protein 4;ZC3H4
Q9UPT9;Ubiquitin carboxyl-terminal hydrolase 22;USP22
Q9UPU5;Ubiquitin carboxyl-terminal hydrolase 24;USP24
Q9UPU7;TBC1 domain family member 2B;TBC1D2B
Q9UPY3;Endoribonuclease Dicer;DICER1
Q9UPZ3;Hermansky-Pudlak syndrome 5 protein;HPS5
Q9UQ13;Leucine-rich repeat protein SHOC-2;SHOC2
Q9UQ80;Proliferation-associated protein 2G4;PA2G4
Q9UQ84;Exonuclease 1;EXO1
Q9UQB8;Brain-specific angiogenesis inhibitor 1-associated protein 2;BAIAP2
Q9UQE7;Structural maintenance of chromosomes protein 3;SMC3
Q9UQN3;Charged multivesicular body protein 2b;CHMP2B
Q9UQR1;Zinc finger protein 148;ZNF148
Q9Y221;60S ribosome subunit biogenesis protein NIP7 homolog;NIP7
Q9Y224;UPF0568 protein C14orf166;C14orf166
Q9Y230;RuvB-like 2;RUVBL2
Q9Y237;Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4;PIN4
Q9Y244;Proteasome maturation protein;POMP
Q9Y248;DNA replication complex GINS protein PSF2;GINS2
Q9Y262;Eukaryotic translation initiation factor 3 subunit L;EIF3L
Q9Y263;Phospholipase A-2-activating protein;PLAA
Q9Y265;RuvB-like 1;RUVBL1
Q9Y266;Nuclear migration protein nudC;NUDC
Q9Y281;Cofilin-2;CFL2
Q9Y285;Phenylalanine--tRNA ligase alpha subunit;FARSA
Q9Y294;Histone chaperone ASF1A;ASF1A
Q9Y295;Developmentally-regulated GTP-binding protein 1;DRG1
Q9Y2A7;Nck-associated protein 1;NCKAP1
Q9Y2B0;Protein canopy homolog 2;CNPY2
Q9Y2D4;Exocyst complex component 6B;EXOC6B
Q9Y2D5;A-kinase anchor protein 2;AKAP2
Q9Y2D8;Afadin- and alpha-actinin-binding protein;SSX2IP
Q9Y2G5;GDP-fucose protein O-fucosyltransferase 2;POFUT2
Q9Y2I1;Nischarin;NISCH
Q9Y2I7;1-phosphatidylinositol 3-phosphate 5-kinase;PIKFYVE
Q9Y2J2;"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed";EPB41L3
Q9Y2L1;Exosome complex exonuclease RRP44;DIS3
Q9Y2Q3;Glutathione S-transferase kappa 1;GSTK1
Q9Y2R4;Probable ATP-dependent RNA helicase DDX52;DDX52
P0DPB6;DNA-directed RNA polymerases I and III subunit RPAC2;POLR1D
Q9Y2S7;Polymerase delta-interacting protein 2;POLDIP2
Q9Y2T2;AP-3 complex subunit mu-1;AP3M1
Q9Y2W1;Thyroid hormone receptor-associated protein 3;THRAP3
Q9Y2W2;WW domain-binding protein 11;WBP11
Q9Y2X3;Nucleolar protein 58;NOP58
Q9Y2X9;Zinc finger protein 281;ZNF281
Q9Y2Y0;ADP-ribosylation factor-like protein 2-binding protein;ARL2BP
Q9Y2Z0;Suppressor of G2 allele of SKP1 homolog;SUGT1
Q9Y314;Nitric oxide synthase-interacting protein;NOSIP
Q9Y315;Putative deoxyribose-phosphate aldolase;DERA
Q9Y316;Protein MEMO1;MEMO1
Q9Y333;U6 snRNA-associated Sm-like protein LSm2;LSM2
Q9Y371;Endophilin-B1;SH3GLB1
Q9Y376;Calcium-binding protein 39;CAB39
Q9Y3A4;Ribosomal RNA-processing protein 7 homolog A;RRP7A
Q9Y3B2;Exosome complex component CSL4;EXOSC1
Q9Y3B4;Pre-mRNA branch site protein p14;SF3B14
Q9Y3B8;Oligoribonuclease, mitochondrial;REXO2
Q9Y3B9;RRP15-like protein;RRP15
Q9Y3C1;Nucleolar protein 16;NOP16
Q9Y3C4;TP53RK-binding protein;TPRKB
Q9Y3C6;Peptidyl-prolyl cis-trans isomerase-like 1;PPIL1
Q9Y3C8;Ubiquitin-fold modifier-conjugating enzyme 1;UFC1
Q9Y3D8;Adenylate kinase isoenzyme 6;TAF9
Q9Y3E7;Charged multivesicular body protein 3;CHMP3
Q9Y3F4;Serine-threonine kinase receptor-associated protein;STRAP
Q9Y3I0;tRNA-splicing ligase RtcB homolog;C22orf28
Q9Y3P9;Rab GTPase-activating protein 1;RABGAP1
Q9Y3T9;Nucleolar complex protein 2 homolog;NOC2L
Q9Y3U8;60S ribosomal protein L36;RPL36
Q9Y3Z3;Deoxynucleoside triphosphate triphosphohydrolase SAMHD1;SAMHD1
Q9Y450;HBS1-like protein;HBS1L
Q9Y450;HBS1-like protein;HBS1L
Q9Y467;Sal-like protein 2;SALL2
Q9Y490;Talin-1;TLN1
Q9Y4B4;Helicase ARIP4;RAD54L2
Q9Y4B6;Protein VPRBP;VPRBP
Q9Y4C2;Protein FAM115A;FAM115A
Q9Y4C8;Probable RNA-binding protein 19;RBM19
Q9Y4E8;Ubiquitin carboxyl-terminal hydrolase 15;USP15
Q9Y4G6;Talin-2;TLN2
Q9Y4L1;Hypoxia up-regulated protein 1;HYOU1
Q9Y4P1;Cysteine protease ATG4B;ATG4B
Q9Y4R8;Telomere length regulation protein TEL2 homolog;TELO2
Q9Y4U1;Methylmalonic aciduria and homocystinuria type C protein;MMACHC
Q9Y4W2;Ribosomal biogenesis protein LAS1L;LAS1L
Q9Y4X5;E3 ubiquitin-protein ligase ARIH1;ARIH1
Q9Y508;RING finger protein 114;RNF114
Q9Y547;Heat shock protein beta-11;HSPB11
Q9Y570;Protein phosphatase methylesterase 1;PPME1
Q9Y5B0;RNA polymerase II subunit A C-terminal domain phosphatase;CTDP1
Q9Y5B6;PAX3- and PAX7-binding protein 1;PAXBP1
Q9Y5B8;Nucleoside diphosphate kinase 7;NME7
Q9Y5B9;FACT complex subunit SPT16;SUPT16H
Q9Y5J1;U3 small nucleolar RNA-associated protein 18 homolog;UTP18
Q9Y5K5;Ubiquitin carboxyl-terminal hydrolase isozyme L5;UCHL5
Q9Y5K6;CD2-associated protein;CD2AP
Q9Y5L0;Transportin-3;TNPO3
Q9Y5L4;Mitochondrial import inner membrane translocase subunit Tim13;TIMM13
Q9Y5N6;Origin recognition complex subunit 6;ORC6
Q9Y5P4;Collagen type IV alpha-3-binding protein;COL4A3BP
Q9Y5Q8;General transcription factor 3C polypeptide 5;GTF3C5
Q9Y5Q9;General transcription factor 3C polypeptide 3;GTF3C3
Q9Y5S2;Serine/threonine-protein kinase MRCK beta;CDC42BPB
Q9Y5S9;RNA-binding protein 8A;RBM8A
Q9Y5T5;Ubiquitin carboxyl-terminal hydrolase 16;USP16
Q9Y5V3;Melanoma-associated antigen D1;MAGED1
Q9Y5X3;Sorting nexin-5;SNX5
Q9Y5Y2;Cytosolic Fe-S cluster assembly factor NUBP2;NUBP2
Q9Y5Z4;Heme-binding protein 2;HEBP2
Q9Y605;MORF4 family-associated protein 1;MRFAP1
Q9Y606;"tRNA pseudouridine synthase A, mitochondrial;tRNA pseudouridine synthase";PUS1
Q9Y608;Leucine-rich repeat flightless-interacting protein 2;LRRFIP2
Q9Y613;FH1/FH2 domain-containing protein 1;FHOD1
Q9Y617;Phosphoserine aminotransferase;PSAT1
Q9Y678;Coatomer subunit gamma-1;COPG1
Q9Y680;Peptidyl-prolyl cis-trans isomerase FKBP7;FKBP7
Q9Y696;Chloride intracellular channel protein 4;CLIC4
Q9Y6A4;UPF0468 protein C16orf80;C16orf80
Q9Y6A5;Transforming acidic coiled-coil-containing protein 3;TACC3
Q9Y6B6;GTP-binding protein SAR1b;"SAR1B;DKFZp434B2017"
Q9Y6D5;Brefeldin A-inhibited guanine nucleotide-exchange protein 2;ARFGEF2
Q9Y6D6;Brefeldin A-inhibited guanine nucleotide-exchange protein 1;ARFGEF1
Q9Y6D9;Mitotic spindle assembly checkpoint protein MAD1;MAD1L1
Q9Y6E0;"Serine/threonine-protein kinase 24;Serine/threonine-protein kinase 24 36 kDa subunit;Serine/threonine-protein kinase 24 12 kDa subunit";STK24
Q9Y6G9;Cytoplasmic dynein 1 light intermediate chain 1;DYNC1LI1
Q9Y6H1;"Coiled-coil-helix-coiled-coil-helix domain-containing protein 2, mitochondrial;Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial";"CHCHD2;CHCHD2P9"
Q9Y6I3;Epsin-1;EPN1
Q9Y6V7;Probable ATP-dependent RNA helicase DDX49;DDX49
Q9Y6W3;Calpain-7;CAPN7
Q9Y6W5;Wiskott-Aldrich syndrome protein family member 2;WASF2
Q9Y6X4;Soluble lamin-associated protein of 75 kDa;FAM169A
Q9Y6X5;Bis(5-adenosyl)-triphosphatase ENPP4;ENPP4
Q9Y6X9;MORC family CW-type zinc finger protein 2;MORC2
Q9Y6Y8;SEC23-interacting protein;SEC23IP
P35226;Polycomb complex protein BMI-1;BMI1
P17980;;PSMC3
Q9UKV3;;
Q9Y3A3;MOB-like protein phocein;MOB4
